MMV,Make,Model,Variant,Type,Fuel Type,Age,Transmission,Color,Kms,No of Owner,Heath score,price score,on road price,Current Price,Dep
Maruti SuzukiWagon R 1.0LXi,Maruti Suzuki,Wagon R 1.0,LXi,Hatchback,Petrol,3,Manual,Silver,"125,000",1,3.3,6.3,490492,329152,32.9
Maruti SuzukiAltoLXi BS-IV,Maruti Suzuki,Alto,LXi BS-IV,Hatchback,Petrol,7,Manual,Silver,"47,315",2,4.5,8.2,342090,176000,48.6
Maruti SuzukiSwift DzireVDi,Maruti Suzuki,Swift Dzire,VDi,Sedan,Diesel,6,Manual,Red,"55,000",1,4.3,4.4,870791,473550,45.6
Maruti SuzukiSwiftVxi1.3,Maruti Suzuki,Swift,Vxi1.3,Hatchback,Petrol,9,Manual,Grey,"106,000",1,3.8,8.3,563323,206800,63.3
Maruti SuzukiSwift DzireVDi,Maruti Suzuki,Swift Dzire,VDi,Sedan,Diesel,9,Manual,Red,"73,000",1,4.3,4.4,870791,310800,64.3
Maruti SuzukiWagon R 1.0LXi,Maruti Suzuki,Wagon R 1.0,LXi,Hatchback,Petrol + CNG,9,Manual,Other,"72,000",2,9.9,7.6,490492,154000,68.6
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,Petrol,3,Manual,Silver,"43,481",1,3.3,4.9,475198,346646,27.1
Maruti SuzukiEeco7 STR,Maruti Suzuki,Eeco,7 STR,Van,Petrol,5,Manual,Grey,"19,000",1,4.5,4.4,424691,278838,34.3
Maruti SuzukiWagon R 1.0LXi,Maruti Suzuki,Wagon R 1.0,LXi,Hatchback,Petrol,3,Manual,Grey,"24,321",1,3.8,7,490492,333750,32.0
Maruti SuzukiSwift DzireLDi,Maruti Suzuki,Swift Dzire,LDi,Sedan,Diesel,10,Manual,Red,"70,000",2,4.5,4.8,768774,260662,66.1
Maruti SuzukiSwift DzireZDI,Maruti Suzuki,Swift Dzire,ZDI,Sedan,Diesel,4,Manual,Other,"31,078",2,4.3,5.2,942668,641200,32.0
Maruti SuzukiErtigaZDi,Maruti Suzuki,Ertiga,ZDi,MUV,Diesel,4,Manual,Blue,"42,000",1,3.8,4.8,1031250,704718,31.7
Maruti SuzukiEeco5 STR WITH A/C+HTR CNG,Maruti Suzuki,Eeco,5 STR WITH A/C+HTR CNG,Van,Petrol + CNG,6,Manual,Silver,"51,000",1,4.3,4.4,503628,269742,46.4
Maruti SuzukiRitzLxi BS-IV,Maruti Suzuki,Ritz,Lxi BS-IV,Hatchback,Petrol,2,Manual,Brown,"39,000",1,3.3,6.7,499579,370678,25.8
Maruti SuzukiWagon R 1.0LXi CNG,Maruti Suzuki,Wagon R 1.0,LXi CNG,Hatchback,Petrol + CNG,7,Manual,Black,"52,000",2,5.5,8.3,533447,212960,60.1
Maruti SuzukiWagon R 1.0LXi CNG,Maruti Suzuki,Wagon R 1.0,LXi CNG,Hatchback,Petrol + CNG,5,Manual,White,"79,000",1,3.3,7.2,533447,287950,46.0
Maruti SuzukiErtigaVXI CNG,Maruti Suzuki,Ertiga,VXI CNG,MUV,Petrol + CNG,5,Manual,White,"45,000",1,4,4.9,936485,592800,36.7
Maruti SuzukiRitzVdi BS-IV,Maruti Suzuki,Ritz,Vdi BS-IV,Hatchback,Diesel,9,Manual,White,"74,000",2,4.3,7,651184,233518,64.1
Maruti SuzukiSwiftVXi,Maruti Suzuki,Swift,VXi,Hatchback,Petrol + CNG,11,Manual,Red,"95,000",1,4.3,5.2,507718,176000,65.3
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,10,Manual,Red,"114,000",2,9.9,4.2,750204,224502,70.1
Maruti SuzukiSwift DzireVXi,Maruti Suzuki,Swift Dzire,VXi,Sedan,Petrol,6,Manual,Silver,"65,000",1,3.8,5.9,741508,356800,51.9
Maruti SuzukiErtigaVdiBsIv,Maruti Suzuki,Ertiga,VdiBsIv,MUV,Diesel,4,Manual,White,"63,000",2,3.3,5.6,889292,616950,30.6
Maruti SuzukiSwiftZxiAbs,Maruti Suzuki,Swift,ZxiAbs,Hatchback,Petrol,10,Manual,Silver,"70,000",1,4.5,8.2,741824,251598,66.1
Maruti SuzukiAltoLXi CNG,Maruti Suzuki,Alto,LXi CNG,Hatchback,Petrol + CNG,6,Manual,White,"65,000",2,3.8,8.2,383922,202400,47.3
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,9,Manual,Red,"18,427",1,9.9,4.2,394409,215600,45.3
Maruti SuzukiSwiftLXi,Maruti Suzuki,Swift,LXi,Hatchback,Petrol,6,Manual,Silver,"60,000",1,5.7,6,463670,301648,34.9
Maruti SuzukiErtigaZDi,Maruti Suzuki,Ertiga,ZDi,MUV,Diesel,5,Manual,Other,"58,000",1,4.8,4.6,1031250,675318,34.5
Maruti SuzukiSwift DzireAutomatic,Maruti Suzuki,Swift Dzire,Automatic,Sedan,Petrol,6,Automatic,Silver,"21,570",1,9.9,4.2,758054,540022,28.8
Maruti SuzukiErtigaVDi,Maruti Suzuki,Ertiga,VDi,MUV,Diesel,4,Manual,White,"62,000",2,3.3,5.6,953818,650928,31.8
Maruti SuzukiWagon RLxiCng,Maruti Suzuki,Wagon R,LxiCng,Hatchback,Petrol + CNG,4,Manual,Red,"52,043",1,3.5,4.8,514112,333750,35.1
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,Petrol,5,Manual,Silver,"55,000",1,3.8,4.8,475198,287950,39.4
Maruti SuzukiWagon R 1.0Lxi(o),Maruti Suzuki,Wagon R 1.0,Lxi(o),Hatchback,Petrol,2,Manual,Other,"20,150",1,9.3,4.2,531852,450000,15.4
Maruti SuzukiAlto 800Lx CNG,Maruti Suzuki,Alto 800,Lx CNG,Hatchback,Petrol + CNG,6,Manual,White,"51,300",1,4.3,4.2,382806,220000,42.5
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,9,Manual,Red,"68,500",1,4.3,4.2,750204,265200,64.6
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,10,Manual,White,"60,000",1,6.8,7.6,750204,229008,69.5
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,11,Manual,Silver,"50,000",1,6.8,7,750204,242550,67.7
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,11,Manual,White,"80,908",2,6.4,4.6,750204,256128,65.9
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,cng,11,Manual,White,"71,000",1,6.8,6,750204,215600,71.3
Maruti SuzukiSwiftZxi1.3,Maruti Suzuki,Swift,Zxi1.3,Hatchback,Petrol,10,Manual,Red,"22,000",1,8.1,6.6,640982,251598,60.7
Maruti SuzukiAltoLXi BS-IV,Maruti Suzuki,Alto,LXi BS-IV,Hatchback,Petrol,8,Manual,Black,"65,000",2,6.4,9.4,342090,140800,58.8
Maruti SuzukiSwiftLdi[2007-2011],Maruti Suzuki,Swift,Ldi[2007-2011],Hatchback,diesel,8,Manual,other,"43,719",2,6.8,8.2,702718,306222,56.4
Maruti SuzukiAlto 800LXI CNG,Maruti Suzuki,Alto 800,LXI CNG,Hatchback,Petrol + CNG,5,Manual,Red,"40,000",2,4.3,7.6,431012,193600,55.1
Maruti SuzukiWagon R 1.0LXi,Maruti Suzuki,Wagon R 1.0,LXi,Hatchback,Petrol + CNG,5,Manual,Grey,"89,000",2,3.5,4.2,490492,295555,39.7
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,11,Manual,Silver,"48,000",1,6.8,6.2,750204,233518,68.9
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,7,Manual,Brown,"38,063",1,6.8,5.2,394409,224502,43.1
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,7,Manual,other,"46,670",1,6.4,6.6,394409,242550,38.5
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,7,Manual,Brown,"38,063",1,6.8,5.2,394409,224502,43.1
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,7,Manual,White,"72,000",1,5.7,6.4,394409,184800,53.1
Maruti SuzukiRitzVdi BS-IV,Maruti Suzuki,Ritz,Vdi BS-IV,Hatchback,Diesel,9,Manual,Green,"74,000",2,4.3,4.6,651184,265200,59.3
Maruti SuzukiAltoLXI,Maruti Suzuki,Alto,LXI,Hatchback,Petrol,11,Manual,Red,"60,000",1,6.8,5,336331,158400,52.9
Maruti SuzukiWagon R 1.0LXi,Maruti Suzuki,Wagon R 1.0,LXi,Hatchback,Petrol,9,Manual,Golden,"69,598",1,6.4,7,490492,198000,59.6
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,Petrol,12,Manual,Brown,"80,000",2,6.8,6.6,475198,154000,67.6
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,10,Manual,White,"61,469",1,6.4,5.4,750204,319968,57.3
Maruti SuzukiAltoLXI,Maruti Suzuki,Alto,LXI,Hatchback,Petrol,11,Manual,White,"60,000",1,6.8,6,336331,127600,62.1
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,11,Manual,Black,"57,497",1,6.8,7.6,394409,123200,68.8
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,11,Manual,Red,"49,865",2,6.8,3.8,394409,145200,63.2
Maruti SuzukiSx4ZDI,Maruti Suzuki,Sx4,ZDI,Sedan,Diesel,7,Manual,Black,"90,000",2,3.8,5.7,1076182,356800,66.8
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,7,Manual,White,"37,000",1,6.8,6.6,394409,233518,40.8
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,Petrol,12,Manual,Grey,"56,000",1,6.8,7.2,475198,118800,75.0
Maruti SuzukiAltoLXi CNG,Maruti Suzuki,Alto,LXi CNG,Hatchback,Petrol,6,Manual,White,"15,000",1,6.8,9.2,383922,189200,50.7
Maruti SuzukiZenLXi,Maruti Suzuki,Zen,LXi,Hatchback,Petrol,12,Manual,Black,"72,643",1,6.8,9.2,378850,96801,74.4
Maruti SuzukiSwiftLXi,Maruti Suzuki,Swift,LXi,Hatchback,Petrol,8,Automatic,other,"47,653",1,6.8,5.2,463670,278838,39.9
Maruti SuzukiSx4ZXI AT LEATHER BS-IV,Maruti Suzuki,Sx4,ZXI AT LEATHER BS-IV,Sedan,Petrol,7,Automatic,White,"47,000",1,6.7,7,1043361,396680,62.0
Maruti SuzukiAlto K10VXi,Maruti Suzuki,Alto K10,VXi,Hatchback,Petrol,8,Manual,Red,"37,000",1,6.8,4.8,436340,189200,56.6
Maruti SuzukiSwiftLdi[2007-2011],Maruti Suzuki,Swift,Ldi[2007-2011],Hatchback,diesel,11,Manual,White,"90,000",1,6.4,5.8,702718,242550,65.5
Maruti SuzukiSwiftLXi,Maruti Suzuki,Swift,LXi,Hatchback,Petrol,12,Manual,Violet,"85,700",2,5.7,5.6,463670,145200,68.7
Maruti SuzukiA-StarLxi,Maruti Suzuki,A-Star,Lxi,Hatchback,Petrol,9,Manual,Red,"46,000",2,6.8,6,435033,189200,56.5
Maruti SuzukiSwift DzireVXi 1.2 BS-IV,Maruti Suzuki,Swift Dzire,VXi 1.2 BS-IV,Sedan,Petrol,8,Manual,Silver,"57,000",1,4.8,4.6,653057,309884,52.5
Maruti SuzukiWagon R 1.0LXi,Maruti Suzuki,Wagon R 1.0,LXi,Hatchback,Petrol,9,Manual,Golden,"43,000",1,4.5,4.6,490492,184800,62.3
Maruti SuzukiSwiftLdi[2007-2011],Maruti Suzuki,Swift,Ldi[2007-2011],Hatchback,diesel,9,Manual,Silver,"57,000",1,6.4,8.6,702718,256128,63.6
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,10,Manual,other,"59,000",1,6.8,6.4,750204,274288,63.4
Maruti SuzukiA-StarLxi,Maruti Suzuki,A-Star,Lxi,Hatchback,Petrol,8,Manual,Silver,"65,854",1,6.4,4.8,435033,184800,57.5
Maruti SuzukiAltoLXI,Maruti Suzuki,Alto,LXI,Hatchback,Petrol,11,Manual,Silver,"105,230",2,6.3,5.6,336331,127600,62.1
Maruti SuzukiAltoLXI,Maruti Suzuki,Alto,LXI,Hatchback,Petrol,11,Manual,Blue,"34,000",1,6.8,7.8,336331,101200,69.9
Maruti SuzukiAltoLXI,Maruti Suzuki,Alto,LXI,Hatchback,Petrol,11,Manual,Red,"60,000",2,6.8,3.4,336331,158400,52.9
Maruti SuzukiAltoLXI,Maruti Suzuki,Alto,LXI,Hatchback,Petrol,11,Manual,Red,"61,000",2,6.8,6.4,336331,114400,66.0
Maruti SuzukiSwiftLXi,Maruti Suzuki,Swift,LXi,Hatchback,Petrol,8,Automatic,Grey,"19,000",1,5.5,3.8,463670,283392,38.9
Maruti SuzukiSwiftLdi[2007-2011],Maruti Suzuki,Swift,Ldi[2007-2011],Hatchback,diesel,9,Manual,Silver,"57,000",1,6.4,7.2,702718,264292,62.4
Maruti SuzukiWagon RVXI,Maruti Suzuki,Wagon R,VXI,Hatchback,Petrol,8,Manual,Silver,"56,207",1,5.3,4.2,505259,242550,52.0
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,11,Manual,White,"45,500",2,4.5,7.4,394409,127600,67.6
Maruti SuzukiSwiftZxi1.3,Maruti Suzuki,Swift,Zxi1.3,Hatchback,Petrol,8,Manual,Silver,"93,000",2,3.8,9.7,640982,256128,60.0
Maruti SuzukiEeco5 STR WITH A/C+HTR CNG,Maruti Suzuki,Eeco,5 STR WITH A/C+HTR CNG,Van,Petrol,7,Manual,Silver,"100,000",2,3.5,4.6,503628,238032,52.7
Maruti SuzukiSwiftLXi,Maruti Suzuki,Swift,LXi,Hatchback,Petrol,8,Manual,Silver,"50,567",1,4.3,4.8,463670,274288,40.8
Maruti SuzukiSwiftVXi 1.2 BS-IV,Maruti Suzuki,Swift,VXi 1.2 BS-IV,Hatchback,Petrol,10,Manual,Black,"55,000",4,4.5,5.2,536698,211200,60.6
Maruti SuzukiSwiftVXi 1.2 BS-IV,Maruti Suzuki,Swift,VXi 1.2 BS-IV,Hatchback,Petrol,10,Manual,Blue,"65,000",1,4.5,4.2,536698,242550,54.8
Maruti SuzukiCelerioZxi,Maruti Suzuki,Celerio,Zxi,Hatchback,Petrol,4,Automatic,White,"31,488",1,5.3,8.2,566138,379950,32.9
Maruti SuzukiSwiftVDi,Maruti Suzuki,Swift,VDi,Hatchback,Diesel,8,Manual,Silver,"79,000",1,4,4.6,806541,310800,61.5
Maruti SuzukiErtigaZDi,Maruti Suzuki,Ertiga,ZDi,MUV,Diesel,5,Manual,White,"63,000",1,9.8,7,1031250,641200,37.8
Maruti SuzukiErtigaZDi,Maruti Suzuki,Ertiga,ZDi,MUV,Diesel,3,Manual,Grey,"45,000",1,3.3,9.9,1031250,690000,33.1
Maruti SuzukiWagon R 1.0LXi,Maruti Suzuki,Wagon R 1.0,LXi,Hatchback,Petrol,6,Manual,White,"82,000",1,7.1,6.7,490492,231714,52.8
Maruti SuzukiSwift DzireVXi,Maruti Suzuki,Swift Dzire,VXi,Sedan,Petrol,8,Manual,White,"70,000",1,4.3,7.4,741508,274040,63.0
Maruti SuzukiSwiftVDi,Maruti Suzuki,Swift,VDi,Hatchback,Diesel,8,Manual,Silver,"75,000",1,9.9,9.5,806541,247072,69.4
Maruti SuzukiErtigaZDi,Maruti Suzuki,Ertiga,ZDi,MUV,Diesel,6,Manual,White,"84,000",1,9.5,5.4,1031250,511438,50.4
Maruti SuzukiSwiftVDi,Maruti Suzuki,Swift,VDi,Hatchback,Diesel,6,Manual,White,"42,305",1,5,4.2,806541,340194,57.8
Maruti SuzukiCiazZXi,Maruti Suzuki,Ciaz,ZXi,Sedan,Petrol,4,Manual,White,"20,991",1,6.1,7.1,1014512,640228,36.9
Maruti SuzukiWagon R 1.0LXi CNG,Maruti Suzuki,Wagon R 1.0,LXi CNG,Hatchback,Petrol + CNG,4,Manual,Brown,"46,640",1,4.5,5.2,533447,343880,35.5
Maruti SuzukiSwiftVDi,Maruti Suzuki,Swift,VDi,Hatchback,Diesel,5,Manual,Grey,"63,000",2,3.8,8.5,806541,398542,50.6
Maruti SuzukiSwift DzireLDi,Maruti Suzuki,Swift Dzire,LDi,Sedan,Diesel,5,Manual,White,"89,000",2,3.3,9.7,768774,342958,55.4
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,Petrol,4,Manual,White,"57,377",1,9.3,7.9,475198,287950,39.4
Maruti SuzukiSwiftLxi1.3,Maruti Suzuki,Swift,Lxi1.3,Hatchback,Petrol,10,Manual,Silver,"18,000",1,8.5,6.6,464829,154000,66.9
Maruti SuzukiEstiloLXi CNG BS-IV,Maruti Suzuki,Estilo,LXi CNG BS-IV,Hatchback,Petrol + CNG,5,Manual,White,"49,139",1,6,4.6,469858,236072,49.8
Maruti SuzukiBalenoDelta 1.2 AT,Maruti Suzuki,Baleno,Delta 1.2 AT,Hatchback,Petrol,2,Automatic,Grey,"35,000",1,7.9,5.5,820406,642343,21.7
Maruti SuzukiSwiftVXi,Maruti Suzuki,Swift,VXi,Hatchback,Petrol,10,Manual,Black,"74,000",1,8.5,8.8,507718,175032,65.5
Maruti SuzukiWagon RVxiBsIv,Maruti Suzuki,Wagon R,VxiBsIv,Hatchback,Petrol,2,Manual,Blue,"21,000",1,8.3,9.4,506416,352182,30.5
Maruti SuzukiSwiftVXi,Maruti Suzuki,Swift,VXi,Hatchback,Petrol,4,Manual,White,"11,117",1,9.9,4,507718,384920,24.2
Maruti SuzukiSwiftZDi,Maruti Suzuki,Swift,ZDi,Hatchback,Diesel,4,Manual,White,"43,000",1,8.3,8.3,879273,492462,44.0
HondaCivic1.8V AT,Honda,Civic,1.8V AT,Sedan,Petrol,12,Automatic,Silver,"50,000",3,8.5,9.2,1675849,251817,85.0
ToyotaCorolla Altis1.8 G,Toyota,Corolla Altis,1.8 G,Sedan,Petrol,9,Manual,Golden,"48,374",1,9.2,9.1,1525510,333750,78.1
Maruti SuzukiWagon RLxiCng,Maruti Suzuki,Wagon R,LxiCng,Hatchback,Petrol + CNG,4,Manual,White,"45,000",1,4.8,6.3,514112,276415,46.2
Maruti SuzukiSwift DzireVDi,Maruti Suzuki,Swift Dzire,VDi,Sedan,Diesel,10,Manual,White,"35,000",1,8.5,4.8,870791,263906,69.7
Maruti SuzukiSwift DzireVDi BS-IV,Maruti Suzuki,Swift Dzire,VDi BS-IV,Sedan,Diesel,5,Manual,Grey,"25,000",1,8.5,7.4,783061,461579,41.1
HyundaiI10Sportz 1.2 Kappa2,Hyundai,I10,Sportz 1.2 Kappa2,Hatchback,Petrol,2,Manual,Silver,"1,000",1,8.5,6.7,544760,398542,26.8
Maruti SuzukiCiazZXI+ AT,Maruti Suzuki,Ciaz,ZXI+ AT,Sedan,Petrol,2,Automatic,White,"24,000",1,9,9.1,1223323,833782,31.8
HondaCity1.5SvI-vtec,Honda,City,1.5SvI-vtec,Sedan,Petrol,3,Manual,White,"32,000",1,4.8,8.8,1123366,665550,40.8
HondaCityIVtecCvtVx,Honda,City,IVtecCvtVx,Hatchback,Petrol,2,Automatic,Maroon,"32,595",1,7.9,8.4,1514307,1023589,32.4
HondaCity1.5 V MT,Honda,City,1.5 V MT,Sedan,Petrol,8,Manual,Other,"98,000",1,4.6,6.7,996627,399613,59.9
HondaAmaze1.5 SX i-DTEC,Honda,Amaze,1.5 SX i-DTEC,Sedan,Diesel,5,Manual,White,"61,000",1,4.6,7.1,960606,417198,56.6
HondaCityVI-vtec,Honda,City,VI-vtec,Sedan,Petrol,6,Manual,Golden,"61,000",1,4.8,6.5,1162170,473550,59.3
HondaCivic1.8V AT Sunroof,Honda,Civic,1.8V AT Sunroof,Sedan,Petrol,11,Automatic,Black,"50,540",1,8.5,7.8,1730471,242550,86.0
HondaCity ZxGXi,Honda,City Zx,GXi,Sedan,Petrol,10,Manual,Black,"67,000",1,5,8.8,837628,184800,77.9
HondaCity ZxGXi,Honda,City Zx,GXi,Sedan,Petrol,12,Manual,Silver,"46,000",2,5,8.2,837628,157520,81.2
HondaAmaze1.5 VX (O) i-DTEC,Honda,Amaze,1.5 VX (O) i-DTEC,Sedan,Diesel,5,Manual,Red,"30,000",1,8.5,5.5,971933,456932,53.0
HondaCivic1.8S MT,Honda,Civic,1.8S MT,Sedan,Petrol,8,Manual,Silver,"81,000",1,4.8,7,1464334,370678,74.7
HondaCityV,Honda,City,V,Sedan,Petrol,7,Manual,Beige,"57,000",1,4.8,9.1,1151018,370678,67.8
HondaMobilioVI-vtec,Honda,Mobilio,VI-vtec,MUV,Petrol,4,Manual,White,"28,000",1,8.5,5.5,1146754,705939,38.4
HondaCivic1.8S MT,Honda,Civic,1.8S MT,Sedan,Petrol,9,Manual,Silver,"53,000",2,8.5,7.3,1464334,335774,77.1
HondaCity1.5 V MT,Honda,City,1.5 V MT,Sedan,Petrol,8,Manual,White,"69,775",1,4.8,9.4,996627,315382,68.4
HondaCivic1.8V AT Sunroof,Honda,Civic,1.8V AT Sunroof,Sedan,Petrol,6,Automatic,Black,"100,000",1,7.9,8,1730471,449822,74.0
HondaAmaze1.5 S i-DTEC,Honda,Amaze,1.5 S i-DTEC,Sedan,Diesel,5,Manual,Maroon,"47,000",1,8.3,4.8,900907,436574,51.5
HondaCivic1.8S MT,Honda,Civic,1.8S MT,Sedan,Petrol,11,Manual,Silver,"84,000",3,5,8.9,1464334,211200,85.6
HondaCity1.5 S MT,Honda,City,1.5 S MT,Sedan,Petrol,6,Manual,White,"55,000",1,8.3,9.1,944779,403200,57.3
HondaCr-V2.4 AT,Honda,Cr-V,2.4 AT,SUV,Petrol,4,Automatic,Silver,"25,000",1,8.5,5.8,2492227,1658331,33.5
HondaCity1.5 V AT,Honda,City,1.5 V AT,Sedan,Petrol,7,Automatic,Brown,"74,000",3,9.5,9.4,1139496,366048,67.9
ToyotaInnova2.5 V 8 STR,Toyota,Innova,2.5 V 8 STR,MUV,Diesel,8,Manual,Grey,"76,109",1,9.5,7.6,1322223,787804,40.4
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,Diesel,12,Manual,Black,"127,978",1,8.3,9.1,1317441,431232,67.3
ToyotaCorollaG,Toyota,Corolla,G,Sedan,Diesel,10,Manual,White,"85,000",3,4.8,9.4,1618572,265200,83.6
ToyotaEtiosGSp,Toyota,Etios,GSp,Sedan,Petrol,7,Manual,Silver,"60,000",1,4.8,8,747677,256128,65.7
ToyotaCorolla Altis1.8 VL AT,Toyota,Corolla Altis,1.8 VL AT,Sedan,Petrol,2,Automatic,White,"14,559",1,9.2,4.2,1817654,1567500,13.8
ToyotaCorolla Altis1.8JS,Toyota,Corolla Altis,1.8JS,Sedan,Petrol,5,Manual,Golden,"51,481",1,9,4,1538468,616950,59.9
HyundaiVerna1.6 CRDI SX (O) AT,Hyundai,Verna,1.6 CRDI SX (O) AT,Sedan,Diesel,4,Automatic,Grey,"25,821",1,5,8.5,1503947,749088,50.2
HyundaiVerna1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,Sedan,Petrol,5,Manual,Purple,"56,938",1,4.8,9.1,1135123,501942,55.8
HyundaiVernaFluidic 1.4 VTVT,Hyundai,Verna,Fluidic 1.4 VTVT,Sedan,Petrol,7,Manual,White,"23,000",1,5,8.8,833881,329152,60.5
HyundaiI10Sportz 1.1 iRDE2,Hyundai,I10,Sportz 1.1 iRDE2,Hatchback,Petrol,9,Manual,Red,"75,000",2,4.8,9.4,491164,167200,66.0
HyundaiI10Magna 1.2 Kappa2,Hyundai,I10,Magna 1.2 Kappa2,Hatchback,Petrol,8,Manual,Red,"45,000",1,8.5,9.2,510209,184657,63.8
HyundaiI10Magna 1.2,Hyundai,I10,Magna 1.2,Hatchback,Petrol,6,Manual,Grey,"30,000",1,8.5,6.7,482567,246333,49.0
HyundaiI20Magna (O) 1.2,Hyundai,I20,Magna (O) 1.2,Hatchback,Petrol,6,Manual,White,"29,000",2,5,9.4,613863,242550,60.5
HyundaiGetzGVS,Hyundai,Getz,GVS,Hatchback,Petrol,8,Manual,Beige,"78,000",1,8.3,6.7,503680,149544,70.3
HyundaiXcentSX (O),Hyundai,Xcent,SX (O),Sedan,Petrol,3,Manual,Polar White,"25,000",1,8.3,4.6,883038,592800,32.9
HyundaiVerna1.6 CRDI SX (O) AT,Hyundai,Verna,1.6 CRDI SX (O) AT,Sedan,Diesel,6,Automatic,Purple,"36,000",1,5,8.8,1503947,540022,64.1
HyundaiI10Magna 1.2,Hyundai,I10,Magna 1.2,Hatchback,Petrol,8,Manual,Red,"49,991",1,5,8.8,482567,175120,63.7
HyundaiVerna1.6 CRDI SX (O),Hyundai,Verna,1.6 CRDI SX (O),Sedan,Diesel,6,Manual,Purple,"846,004",1,4.2,6.6,1531001,445302,70.9
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,6,Manual,White,"44,000",1,5,6.3,585070,278838,52.3
HyundaiI20Asta 1.4 CRDI,Hyundai,I20,Asta 1.4 CRDI,Hatchback,Diesel,7,Manual,Black,"80,000",2,4.8,7.2,894411,289683,67.6
HyundaiGrand I10Magna AT 1.2 Kappa VTVT,Hyundai,Grand I10,Magna AT 1.2 Kappa VTVT,Hatchback,Petrol,1,Automatic,Stardust,"4,418",1,5,5,726046,568750,21.7
HyundaiSantro XingXo,Hyundai,Santro Xing,Xo,Hatchback,Petrol,12,Manual,Grey,"67,000",2,8.5,8.1,453719,95480,79.0
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,8,Automatic,Grey,"59,000",1,9.7,7.7,581615,220000,62.2
Maruti SuzukiSwift DzireVXi,Maruti Suzuki,Swift Dzire,VXi,Sedan,Petrol,10,Manual,Red,"64,398",1,8.5,8.8,741508,193600,73.9
Maruti SuzukiCelerioLXi AMT,Maruti Suzuki,Celerio,LXi AMT,Hatchback,Petrol,4,Automatic,White,"45,000",1,4.8,7.4,519096,297078,42.8
Maruti SuzukiSwift DzireZXi,Maruti Suzuki,Swift Dzire,ZXi,Sedan,Petrol,10,Manual,Black,"56,000",2,8.5,8.6,812098,233518,71.2
Maruti SuzukiSx4ZXi,Maruti Suzuki,Sx4,ZXi,Sedan,Petrol,8,Manual,Blue,"31,000",1,9.7,4.2,828687,260662,68.5
Maruti SuzukiSwiftZDi,Maruti Suzuki,Swift,ZDi,Hatchback,Diesel,6,Manual,Blue,"57,000",1,8.3,7.4,879273,407302,53.7
Maruti SuzukiErtigaZDi,Maruti Suzuki,Ertiga,ZDi,MUV,Diesel,4,Manual,White,"25,000",1,8.5,7.4,1031250,634832,38.4
Maruti SuzukiSwift DzireVXi,Maruti Suzuki,Swift Dzire,VXi,Sedan,Petrol,1,Manual,Silver,"5,800",1,5,5.5,741508,597622,19.4
Maruti SuzukiCiazZDi+ SHVS,Maruti Suzuki,Ciaz,ZDi+ SHVS,Sedan,Diesel,2,Manual,White,"20,000",1,4.8,6.7,1132090,887176,21.6
Maruti SuzukiErtigaVXI CNG,Maruti Suzuki,Ertiga,VXI CNG,MUV,Petrol + CNG,2,Manual,White,"21,000",1,4.8,7.3,936485,725384,22.5
